% 'Music' dataset; normalised version.
@relation 'Music: -C 6'

@attribute amazed-suprised {0,1}
@attribute happy-pleased {0,1}
@attribute relaxing-clam {0,1}
@attribute quiet-still {0,1}
@attribute sad-lonely {0,1}
@attribute angry-aggresive {0,1}
@attribute Mean_Acc1298_Mean_Mem40_Centroid numeric
@attribute Mean_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Mean_Mem40_Flux numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Mean_Acc1298_Std_Mem40_Centroid numeric
@attribute Mean_Acc1298_Std_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Std_Mem40_Flux numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Mean_Mem40_Centroid numeric
@attribute Std_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Std_Acc1298_Mean_Mem40_Flux numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Std_Mem40_Centroid numeric
@attribute Std_Acc1298_Std_Mem40_Rolloff numeric
@attribute Std_Acc1298_Std_Mem40_Flux numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute BH_LowPeakAmp numeric
@attribute BH_LowPeakBPM numeric
@attribute BH_HighPeakAmp numeric
@attribute BH_HighPeakBPM numeric
@attribute BHSUM1 numeric
@attribute BHSUM2 numeric
@attribute BHSUM3 numeric

@data
0,0,1,1,0,0,0.279109,0.137331,0.033684,0.146813,0.616297,0.387484,0.539389,0.636477,0.396027,0.69135,0.65364,0.149958,0.249747,0.393547,0.338912,0.397314,0.094265,0.091934,0.029881,0.156782,0.139449,0.239889,0.166254,0.245732,0.289052,0.50787,0.491896,0.430082,0.540374,0.402731,0.484685,0.259583,0.04823,0.068397,0.102031,0.190042,0.258412,0.220809,0.232362,0.485914,0.377372,0.447765,0.400358,0.343975,0.455709,0.309785,0.264871,0.165323,0.316667,0.196755,0.938104,0.713462,0.381971,0.350775,0.195946,0.281377,0.557566,0.626714,0.356753,0.511544,0.479454,0.229069,0.156746,0.134132,0.040176,0.698413,0,0.661654,0.009773,0.188844,0.09807
0,0,1,1,1,0,0.156713,0.04197,0.078766,0.60191,0.612258,0.662082,0.408248,0.551602,0.372185,0.646444,0.509615,0.421938,0.551563,0.32664,0.242938,0.534435,0.100148,0.072299,0.067794,0.195766,0.25977,0.261149,0.24864,0.326202,0.256614,0.45439,0.476583,0.210001,0.451691,0.303532,0.319465,0.19877,0.128342,0.131456,0.116121,0.181618,0.227759,0.356918,0.318255,0.353008,0.229131,0.32953,0.238412,0.136752,0.240634,0.169949,0.146999,0.105762,0.52074,0.305434,0.907788,0.541654,0.543939,0.527055,0.379553,0.300248,0.459161,0.646035,0.301293,0.23299,0.360926,0.211669,0.139408,0.120392,0.017494,0.761905,0.012471,0.721805,0.07633,0.169504,0.138946
1,0,0,0,0,1,0.151238,0.071004,0.046799,0.399817,0.676829,0.378563,0.49338,0.460551,0.380062,0.440453,0.529364,0.341435,0.457487,0.436141,0.351271,0.44081,0.036921,0.089552,0.040905,0.042685,0.036095,0,0,0.078689,0.073191,0.129152,0.147204,0.077018,0.175468,0.131429,0.182685,0.151342,0.125039,0.143568,0.098979,1,0.546686,0.126499,0.223932,0.423691,0.202415,0.217418,0.227262,0.102199,0.135924,0.152963,0.137567,0.128616,0.329557,0.448456,0.926082,0.500894,0.348984,0.077131,0.042777,0.108487,0.14211,0.189755,0.106824,0.06702,0.0813,0.047836,0.056187,0.054895,0.013077,0.698413,0.003445,0.661654,0.050718,0.166921,0.133281
0,0,1,1,0,0,0.142562,0.036823,0.083781,0.703516,0.51113,0.531928,0.489943,0.513835,0.510733,0.657757,0.586433,0.552498,0.576419,0.49924,0.255135,0.227995,0.075024,0.065404,0.044063,0.110988,0.243332,0.19492,0.342526,0.33236,0.170675,0.381751,0.355478,0.213925,0.240771,0.317638,0.246863,0.199299,0.085652,0.135296,0.117941,0.157673,0.264727,0.25979,0.48395,0.454831,0.234586,0.25235,0.216945,0.1541,0.270821,0.168455,0.180733,0.124994,0.349516,0.259146,0.919462,0.4239,0.277821,0.371729,0.55217,0.469587,0.273438,0.6091,0.341358,0.28115,0.187823,0.313079,0.096191,0.143335,0.063242,0.857143,0,0.81203,0.078114,0.211311,0.165077
0,0,1,1,0,0,0.146195,0.035167,0.034486,0.512909,0.704732,0.467791,0.422592,0.531635,0.288472,0.273891,0.528,0.161315,0.68034,0.344717,0.460027,0.38724,0.046334,0.021901,0.03305,0.170524,0.116012,0.190952,0.094125,0.129771,0.09457,0.231541,0.213657,0.118802,0.252066,0.280085,0.240668,0.16856,0.02666,0.042226,0.164553,0.208234,0.451791,0.317916,0.315733,0.194986,0.251862,0.122343,0.207604,0.116827,0.141347,0.145431,0.130785,0.110957,0.337085,0.232277,0.921291,0.493826,0.436321,0.292394,0.244541,0.177734,0.158163,0.337848,0.25611,0.165984,0.202134,0.223102,0.121685,0.117091,0.016254,0.666667,0.036615,0.631579,0.066237,0.120791,0.171833
0,0,1,0,0,0,0.17608,0.100998,0.113286,0.683392,0.401103,0.491812,0.399344,0.438613,0.522443,0.385139,0.581708,0.268301,0.521156,0.360155,0.418758,0.583458,0.139936,0.229661,0.056429,0.238686,0.178386,0.299443,0.500096,0.31862,0.39096,0.476334,0.65077,0.269461,0.46955,0.408565,0.429699,0.237453,0.11191,0.183973,0.093988,0.208892,0.232212,0.287761,0.358505,0.395702,0.518703,0.484912,0.414278,0.195372,0.361529,0.242975,0.187889,0.11462,0.324618,0.47211,0.906525,0.424022,0.22814,0.336586,0.469447,0.292118,0.635906,0.565293,0.547409,0.211196,0.418073,0.308886,0.226755,0.16974,0.05552,0.555556,0.127372,0.526316,0.116938,0.148818,0.349993
0,1,1,0,0,0,0.466144,0.207556,0.116923,0.49796,0.511176,0.171581,0.630504,0.411004,0.228253,0.583913,0.320513,0.342736,0.828911,0.444553,0.317946,0.285302,0.132263,0.069744,0.043975,0.125917,0.117985,0.205679,0.237997,0.197225,0.269176,0.5696,0.526165,0.391011,0.55864,0.395447,0.515258,0.335784,0.205122,0.165686,0.109604,0.466446,0.322293,0.466591,0.578631,0.617609,0.457445,0.627501,0.466053,0.305608,0.402489,0.40444,0.400913,0.235938,0.313142,0.212829,0.911011,0.514691,0.300382,0.409869,0.410445,0.205692,0.351337,0.589853,0.473578,0.423528,0.612781,0.302235,0.187553,0.262764,0.027134,0.666667,0.069696,0.631579,0.198363,0.131579,0.27041
0,0,0,1,1,0,0.166345,0.043046,0.094874,0.295103,0.629829,0.664883,0.572476,0.493564,0.481728,0.581726,0.64477,0.445744,0.866483,0.726223,0.387608,0.336135,0.126337,0.126512,0.077333,0.265985,0.331116,0.383891,0.510095,0.499927,0.271884,0.448194,0.377845,0.318439,0.45072,0.344608,0.474418,0.456975,0.137344,0.136849,0.134085,0.442142,0.297778,0.413518,0.623665,0.570036,0.408502,0.336532,0.212714,0.239177,0.280379,0.27771,0.28596,0.315206,0.428472,0.380614,0.907309,0.575934,0.622259,0.688506,0.722921,0.765815,0.539174,0.52659,0.461627,0.342278,0.465009,0.338004,0.316121,0.623459,0.004825,0.428571,0,0.406015,0.016587,0.037858,0.017827
0,0,0,1,1,0,0.105096,0.009582,0.059405,0.373124,0.521646,0.813835,0.66257,0.787045,0.558041,0.589794,0.616081,0.350749,0.748774,0.391597,0.272435,0.392603,0.065258,0.050799,0.031609,0.129128,0.18821,0.246728,0.239262,0.166308,0.32812,0.354906,0.217267,0.189713,0.338222,0.27733,0.330887,0.233908,0.063427,0.073716,0.161911,0.27223,0.198974,0.255487,0.298349,0.356534,0.478085,0.2015,0.154793,0.145528,0.218108,0.160108,0.221107,0.107698,0.436845,0.307481,0.924079,0.665021,0.543225,0.646564,0.484024,0.319293,0.955114,0.498389,0.277883,0.28541,0.313847,0.190662,0.161999,0.188057,0.006953,0.650794,0,0.616541,0.029386,0.013829,0.011672
1,1,0,0,0,0,0.322092,0.251811,0.118064,0.717664,0.240106,0.556975,0.514771,0.704621,0.373668,0.708545,0.694213,0.385199,0.65494,0.455044,0.374899,0.480461,0.275741,0.38097,0.087025,0.122941,0.139901,0.294754,0.290284,0.275538,0.179554,0.31058,0.305203,0.157779,0.252461,0.263881,0.289508,0.157784,0.099464,0.169836,0.129917,0.24082,0.175126,0.300697,0.299125,0.389325,0.202399,0.253829,0.171673,0.152706,0.130997,0.178163,0.130652,0.062825,0.352436,0.281451,0.920551,0.526383,0.376177,0.463862,0.515082,0.446509,0.312189,0.495488,0.368536,0.205335,0.313183,0.170317,0.089321,0.120731,0.076321,0.047619,0,0.045113,0.274486,0.235293,0.285429
0,1,1,0,0,0,0.333517,0.151931,0.109389,0.506331,0.536585,0.121649,0.414589,0.485716,0.503717,0.22707,0.330397,0.296229,0.516717,0.356579,0.395084,0.276905,0.105269,0.049452,0.033435,0.127933,0.08553,0.10801,0.128961,0.207345,0.216106,0.400099,0.373327,0.234562,0.453351,0.471402,0.492598,0.265504,0.063455,0.057656,0.069743,0.264118,0.174611,0.163506,0.193074,0.242472,0.195563,0.246179,0.21262,0.164558,0.35786,0.324904,0.303031,0.210371,0.290024,0.211052,0.927302,0.489946,0.276552,0.175998,0.155962,0.143431,0.167952,0.260383,0.232592,0.128536,0.365647,0.275415,0.152321,0.162567,0.131786,0.142857,0.060743,0.135338,0.263769,0.264699,0.271213
1,0,0,0,0,0,0.446448,0.248162,0.247436,0.698855,0.363104,0.35935,0.571174,0.527351,0.402216,0.539359,0.572983,0.305839,0.650384,0.553565,0.335238,0.318683,0.350803,0.261719,0.211853,0.345014,0.337493,0.371855,0.403734,0.390594,0.324417,0.536072,0.447557,0.290155,0.343057,0.363892,0.408647,0.318293,0.372823,0.362673,0.431725,0.521373,0.552296,0.426167,0.488073,0.795527,0.382289,0.226245,0.338083,0.168512,0.233972,0.169461,0.279557,0.270906,0.694846,0.383325,1,0.497576,0.608805,0.72643,0.662644,0.489966,0.661554,0.778425,0.540725,0.396951,0.428912,0.387833,0.319142,0.304764,0.037766,0.52381,0.046374,0.496241,0.155373,0.062287,0.218369
1,0,0,0,0,1,0.696816,0.565358,0.461346,0.765631,0.076154,0.480289,0.228627,0.237527,0.375989,0.2713,0.935801,1,0.825112,0.069309,0.142582,0.187908,0.690793,0.598689,0.415401,0.435367,0.398844,0.46403,0.314195,0.368797,0.260055,0.512782,0.891866,1,0.185074,0.592686,0.708504,0.222963,0.080187,0.167281,0.247564,0.120944,0.058184,0.113817,0.064375,0.053814,0.040731,0.097613,0.07287,0.1374,0.026503,0.078993,0.047653,0.01695,0,0.112504,0.733818,0.26621,0.096658,0.139477,0.072268,0.091084,0.060927,0.258975,0.164681,0.127757,0.073813,0.148796,0.086137,0.035861,0.488234,0.190476,0.67563,0.180451,0.595444,0.684154,0.667569
0,0,1,0,0,0,0.561516,0.332402,0.320215,0.697933,0.213145,0.149465,0.532874,0.504253,0.481641,0.297163,0.607454,0.550463,0.706742,0.698219,0.488323,0.686373,0.4551,0.361778,0.215319,0.326953,0.311976,0.490251,0.583671,0.630345,0.770552,0.909588,0.6022,0.645022,0.540459,0.609509,0.499461,0.328744,0.11774,0.13171,0.178173,0.119807,0.193083,0.158307,0.384085,0.490632,0.40009,0.216295,0.124753,0.114806,0.154814,0.163435,0.160127,0.111615,0.214282,0.206,0.84611,0.397828,0.205959,0.375869,0.339697,0.559578,0.504163,0.371058,0.430252,0.415475,0.282943,0.256485,0.172378,0.109853,0.250366,0.349206,0.180314,0.330827,0.442769,0.09911,0.38549
0,0,0,0,0,1,0.417329,0.25745,0.159995,0.766539,0.273211,0.206427,0.50321,0.665807,0.32451,0.614258,0.670169,0.298653,0.703171,0.506373,0.442462,0.625099,0.165865,0.110668,0.036912,0.042663,0.08495,0.19066,0.286138,0.288101,0.272998,0.431764,0.374144,0.203585,0.372421,0.345438,0.428866,0.223911,0.118572,0.108954,0.110015,0.089319,0.162516,0.164337,0.166177,0.30784,0.231536,0.189525,0.173568,0.081552,0.110312,0.096608,0.145719,0.072065,0.20903,0.151241,0.930917,0.430636,0.134224,0.186063,0.315492,0.340519,0.2855,0.293193,0.24373,0.115999,0.15023,0.168542,0.110329,0.094467,0.016279,0.190476,0.085629,0.180451,0.107393,0.2195,0.192819
0,1,1,0,0,0,0.327146,0.145272,0.138499,0.463302,0.580168,0.203875,0.507064,0.457612,0.385984,0.410195,0.614336,0.346549,0.566051,0.341917,0.343986,0.330281,0.105077,0.067548,0.044569,0.182586,0.159171,0.143347,0.100812,0.182584,0.243272,0.371745,0.363413,0.338209,0.567477,0.457314,0.457748,0.280496,0.117478,0.082127,0.02994,0.535643,0.314101,0.165561,0.153756,0.211703,0.285022,0.293183,0.17689,0.196079,0.309647,0.268235,0.20043,0.148006,0.276767,0.187544,0.924732,0.580009,0.231354,0.181565,0.107278,0.155686,0.178134,0.258869,0.191405,0.225167,0.461649,0.200535,0.157056,0.133576,0.096353,0.301587,0,0.285714,0.342711,0.161277,0.347379
0,0,1,1,1,0,0.149797,0.030147,0.076733,0.366344,0.649027,0.819281,0.639393,0.680508,0.475543,0.378523,0.35549,0.389301,0.353115,0.399002,0.446302,0.387605,0.103009,0.075519,0.049971,0.165465,0.197232,0.325544,0.389038,0.232367,0.313537,0.39051,0.26473,0.270233,0.297262,0.242311,0.306812,0.268146,0.121146,0.137015,0.112422,0.30423,0.471739,0.404311,0.862828,0.541871,0.493187,0.392889,0.227418,0.329062,0.280122,0.21166,0.308454,0.199144,0.68774,0.431842,0.915977,0.60511,0.772408,0.889718,0.780909,0.468887,0.70846,0.6505,0.451123,0.531022,0.354854,0.318103,0.173836,0.356578,0.016148,0.349206,0.001931,0.330827,0.099943,0.047762,0.071014
0,1,1,0,0,0,0.305176,0.141756,0.108226,0.465763,0.579471,0.211346,0.397295,0.496279,0.392,0.356744,0.479135,0.296823,0.515643,0.427985,0.335072,0.307176,0.092432,0.056917,0.050862,0.161286,0.118973,0.128781,0.091007,0.171593,0.170176,0.339201,0.398152,0.26326,0.47925,0.39026,0.367378,0.292327,0.021495,0.016822,0.148879,0.247836,0.208515,0.216414,0.088118,0.211957,0.152823,0.206676,0.192148,0.173256,0.224347,0.246105,0.237136,0.163687,0.329483,0.217845,0.906351,0.722778,0.459463,0.412813,0.085194,0.105209,0.081096,0.266041,0.297707,0.205589,0.345104,0.195961,0.134762,0.158666,0.08235,0.460317,0.155592,0.43609,0.313414,0.021011,0.403894
0,0,1,1,0,0,0.188472,0.065983,0.16649,0.336888,0.982004,0.201726,0.279542,0.461727,0.467402,0.552694,0.504295,0.370832,0.598819,0.315978,0.248791,0.110329,0.034958,0.018516,0.187594,0.079576,0.122861,0.187403,0.121785,0.174183,0.162449,0.18918,0.190559,0.104502,0.204,0.200214,0.33871,0.260507,0.060994,0.066751,0.248209,0.273504,0.389907,0.39297,0.365058,0.414218,0.327813,0.2242,0.16946,0.162672,0.216499,0.210771,0.247407,0.238182,0.318007,0.214302,0.862793,0.614337,0.4811,0.218402,0.158266,0.284122,0.448931,0.338396,0.239615,0.157809,0.314871,0.224325,0.177533,0.303919,0.004704,0.31746,0.036477,0.300752,0.056146,0.057021,0.097299
0,0,0,1,0,0,0.297212,0.120743,0.169867,0.342983,0.506634,0.654924,0.634682,0.772658,0.651265,0.46803,0.616138,0.359553,0.593328,0.726777,0.326031,0.518468,0.346957,0.238804,0.095475,0.395303,0.545593,0.388621,0.486902,0.433009,0.270821,0.595252,0.479479,0.249999,0.473949,0.332076,0.467518,0.200477,0.267127,0.282797,0.365739,0.275388,0.70931,0.261637,0.366451,0.396716,0.318661,0.209798,0.25563,0.095769,0.264638,0.134679,0.382136,0.157844,0.897339,0.5023,0.904173,0.629737,0.907186,0.654766,0.969503,0.837529,0.620206,0.823024,0.552553,0.267369,0.616456,0.463283,0.295508,0.261934,0.019818,0.15873,0,0.150376,0.159058,0.063671,0.118684
1,1,0,0,0,0,0.540211,0.35862,0.090344,0.711746,0.260835,0.519423,0.477814,0.467372,0.322755,0.43379,0.630586,0.525501,0.706588,0.379234,0.387168,0.653531,0.316136,0.288473,0.05611,0.097295,0.162915,0.307044,0.417206,0.219608,0.361322,0.413271,0.323129,0.216261,0.319821,0.322503,0.407221,0.250893,0.105612,0.162165,0.134496,0.034206,0.14641,0.167077,0.317671,0.207446,0.25079,0.204611,0.10701,0.069454,0.099628,0.096835,0.102542,0.100052,0.394282,0.224023,0.918895,0.516707,0.44749,0.339672,0.378016,0.319812,0.354814,0.311377,0.152026,0.125055,0.136955,0.151046,0.08385,0.147215,0.067618,0.365079,0.297987,0.345865,0.178915,0.066282,0.315169
0,0,1,0,0,0,0.376112,0.720599,0.334143,0.528168,0.262503,0.313902,0.482412,0.542867,0.384915,0.450725,0.418089,0.643942,0.784282,0.571565,0.480291,0.500183,0.457057,0.711377,0.281265,0.445025,0.43738,0.694456,0.645845,0.573223,0.591168,0.847037,0.767292,0.412392,0.476741,0.493239,0.553418,0.414345,0.257966,0.754516,0.193495,0.326941,0.333255,0.717876,0.345665,0.529496,0.444635,0.248382,0.278733,0.192426,0.164813,0.145188,0.232332,0.199937,0.574338,0.538385,0.844629,0.40419,0.438829,0.873419,0.450596,0.637534,0.56748,0.69823,0.444804,0.340973,0.348843,0.343984,0.248245,0.428089,0.03649,0.333333,0,0.315789,0.129367,0.045456,0.080549
0,0,0,0,0,1,0.92833,0.789835,0.22786,0.599544,0.111164,0.406341,0.312295,0.614965,0.497675,0.685066,0.616608,0.5124,0.775056,0.565115,0.384398,0.47462,1,0.674277,0.174271,0.226956,0.430817,0.503418,0.478661,0.285798,0.209053,0.423019,0.213167,0.182717,0.26993,0.206959,0.225772,0.149566,0.106941,0.300723,0.158624,0.152883,0.179351,0.54122,0.484792,0.547161,0.399342,0.249635,0.106072,0.107328,0.098808,0.071141,0.085559,0.041895,0.109767,0.13519,0.857305,0.506423,0.228166,0.313295,0.340505,0.175271,0.174756,0.194782,0.097967,0.152876,0.224354,0.084766,0.047169,0.068868,0.886449,0.190476,0.965806,0.180451,0.799096,0.966814,0.925971
1,0,0,0,0,1,0.517647,0.339055,0.071333,0.942505,0.286112,0.388496,0.345221,0.546184,0.320699,0.55288,0.537451,0.442125,0.543689,0.416155,0.294351,0.286362,0.219277,0.22014,0.043546,0.077564,0.076013,0.1438,0.145992,0.124348,0.197387,0.278981,0.366597,0.219294,0.226373,0.245226,0.289324,0.175857,0.123186,0.195309,0.133263,0.03007,0.112991,0.157547,0.201782,0.181782,0.262257,0.158281,0.147387,0.117172,0.121702,0.128311,0.128817,0.077236,0.305944,0.209473,0.929567,0.38395,0.19809,0.191105,0.156902,0.137544,0.205543,0.221354,0.274722,0.177871,0.11207,0.087909,0.062455,0.101605,0.04562,0.730159,0.018017,0.691729,0.170938,0.166889,0.212055
0,1,0,0,0,0,0.317001,0.214373,0.140295,0.807363,0.284385,0.577951,0.478405,0.527612,0.374805,0.500503,0.597184,0.333218,0.608362,0.467117,0.2989,0.503694,0.240078,0.306895,0.087807,0.169814,0.273771,0.381116,0.4172,0.368226,0.314361,0.63514,0.501201,0.211444,0.42653,0.387988,0.337956,0.210746,0.085418,0.186672,0.044382,0.219088,0.150713,0.303306,0.216065,0.244647,0.230965,0.245267,0.317444,0.118628,0.12343,0.118699,0.173337,0.075367,0.256973,0.182546,0.916151,0.300447,0.254893,0.461884,0.496514,0.354096,0.360436,0.431268,0.331133,0.100239,0.287301,0.14925,0.105334,0.171535,0.02886,0.174603,0.077341,0.165414,0.155279,0.110412,0.130212
0,0,1,1,1,0,0.502141,0.315551,0,0.596932,0.363088,0.600318,0.322299,0.624004,0.37495,0.608518,0.550964,0.184231,0.766499,0.517954,0.587147,0.392097,0.235353,0.224564,0.041334,0.141188,0.209066,0.144784,0.125394,0.22447,0.308263,0.425291,0.321526,0.216463,0.427494,0.593068,0.605245,0.513653,0.363428,0.491665,0.236997,0.44828,0.630632,0.257984,0.347245,0.559049,0.401854,0.566028,0.388259,0.268907,0.51052,0.710876,0.59868,0.412613,0.374341,0.294651,0.932181,0.613057,0.65288,0.316738,0.289063,0.322489,0.571881,0.788263,0.551744,0.369779,0.382386,0.770562,0.395281,0.728417,0.050028,0.761905,0,0.721805,0.050064,0.209228,0.137465
0,0,0,0,1,0,0.284233,0.199201,0.139888,0.823944,0.2787,0.325266,0.522478,0.738194,0.638721,0.55815,0.593047,0.406516,0.665989,0.487909,0.404227,0.262329,0.193788,0.23526,0.134037,0.125361,0.262501,0.266633,0.276855,0.219944,0.293826,0.292351,0.233251,0.119153,0.232622,0.127528,0.227272,0.136243,0.103431,0.17992,0.210227,0.11194,0.191382,0.144871,0.301269,0.330863,0.305559,0.157945,0.153981,0.065108,0.096806,0.074934,0.105671,0.048394,0.263271,0.170889,0.914409,0.38169,0.317069,0.24414,0.213204,0.280317,0.470395,0.289957,0.177989,0.080727,0.0882,0.043231,0.056948,0.074198,0.065392,0.253968,0.134181,0.240602,0.266253,0.214375,0.243031
0,1,1,0,0,0,0.2489,0.101394,0.051057,0.540173,0.425073,0.686623,0.330119,0.549519,0.29964,0.082914,0.330694,0.283446,0.574826,0.392995,0.398545,0.493185,0.132573,0.183874,0.049333,0.17424,0.213104,0.315556,0.207414,0.263161,0.341416,0.557822,0.49712,0.367517,0.528988,0.433927,0.634083,0.566808,0.079083,0.187827,0.135494,0.216114,0.238462,0.215014,0.408845,0.382766,0.366717,0.278614,0.214286,0.196942,0.20427,0.23021,0.312536,0.188692,0.361984,0.436066,0.924471,0.479756,0.368138,0.328528,0.248268,0.251971,0.601809,0.545787,0.400471,0.375489,0.461669,0.375649,0.221468,0.350979,0.066739,0.253968,0.013867,0.240602,0.226165,0.213229,0.225362
0,0,1,1,1,0,0.187278,0.073237,0.147795,0.665041,0.570547,0.397694,0.655782,0.550382,0.676606,0.292693,0.573014,0.129363,0.283433,0.524771,0.303275,0.343129,0.105065,0.114997,0.1153,0.221575,0.365406,0.323798,0.308069,0.343595,0.234109,0.478519,0.364732,0.214592,0.41898,0.322901,0.323537,0.179689,0.092895,0.138046,0.046965,0.266577,0.2803,0.145409,0.271432,0.506017,0.286942,0.24858,0.15838,0.171568,0.253094,0.207144,0.13883,0.084054,0.384771,0.291289,0.902735,0.421388,0.316638,0.397551,0.40056,0.498445,0.322897,0.626576,0.268787,0.240433,0.324725,0.242527,0.149767,0.157023,0.06301,0.619048,0,0.586466,0.067203,0.199335,0.154089
0,0,1,0,0,0,0.327734,0.14846,0.303904,0.126475,0.360788,0.799689,0.511326,0.658937,0.466301,0.84917,0.537577,0.476717,0.804427,0.523563,0.50956,0.731315,0.456419,0.39414,0.154786,0.307994,0.352351,0.458252,0.488574,0.513445,0.619939,0.76665,0.505548,0.324497,0.508066,0.532265,0.522701,0.269623,0.289502,0.297876,0.113949,0.339094,0.222182,0.236913,0.35438,0.430394,0.498604,0.284633,0.201413,0.159379,0.214832,0.217626,0.260538,0.085079,0.794385,0.331904,0.864492,0.590697,0.263046,0.226136,0.331146,0.331264,0.772864,0.678127,0.250559,0.240377,0.237825,0.326117,0.161393,0.158687,0.081941,0.301587,0.359725,0.285714,0.231877,0.330765,0.334728
1,0,0,0,0,0,0.471003,0.322812,0.102905,0.827903,0.320221,0.405281,0.372436,0.536035,0.120739,0.400164,0.548148,0.235952,0.558484,0.397672,0.297165,0.211169,0.181142,0.207445,0.063899,0.053757,0.147709,0.186678,0.13256,0.199709,0.156581,0.275864,0.232345,0.159372,0.189375,0.193534,0.235917,0.14793,0.067825,0.101523,0.238816,0.008867,0.108684,0.121459,0.107015,0.255267,0.140719,0.152553,0.095342,0.060172,0.052575,0.112685,0.086492,0.068916,0.345568,0.19845,0.930917,0.590753,0.237478,0.241066,0.145373,0.332798,0.236252,0.376481,0.124616,0.140447,0.115295,0.074045,0.111641,0.072883,0.045911,0.507937,0.055924,0.481203,0.155049,0.064556,0.232877
